"","id","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","Name","K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"
"16617","TNPO1",4,0.012239,0.034541,0.728574,711,3,-0.42563,0.65223,0.67592,0.999927,12626,1,-0.42563,"ENSG00000083312.13",27.5132
"16618","TNPO2",4,0.81527,0.77297,0.941928,15606,0,-0.047954,0.86883,0.88745,0.999927,16564,0,-0.047954,"ENSG00000105576.11",13.6319
"16619","TNPO3",4,0.86552,0.82694,0.955387,16547,0,0.11144,0.82842,0.82921,0.999927,15794,0,0.11144,"ENSG00000064419.9",69.4971
"16620","TNR",4,0.74883,0.70421,0.932695,14293,0,-0.12975,0.82144,0.82275,0.999927,15640,0,-0.12975,"ENSG00000116147.12",0.000648
"16621","TNRC18",4,0.69739,0.64817,0.925563,13364,1,0.041819,0.80693,0.81142,0.999927,15374,0,0.041819,"ENSG00000182095.10",8.55436
"16622","TNRC6A",4,0.60149,0.5722,0.894736,11909,1,0.027691,0.24074,0.38792,0.999927,6903,2,0.027691,"ENSG00000090905.13",9.99421
"16623","TNRC6B",4,0.288,0.35513,0.838571,8024,2,0.050516,0.017751,0.050172,0.949041,928,1,0.050516,"ENSG00000100354.16",1.90638
"16624","TNRC6C",4,0.65519,0.59706,0.894736,12684,1,-0.073414,0.55325,0.59619,0.999927,11228,1,-0.073414,"ENSG00000078687.12",1.97829
"16625","TNS1",4,0.36915,0.42433,0.874425,9216,1,0.22033,0.13628,0.23718,0.949041,4563,2,0.22033,"ENSG00000079308.12",0.193517
"16626","TNS3",4,0.20983,0.27872,0.820598,6301,1,0.23191,0.14474,0.24295,0.949041,4765,2,0.23191,"ENSG00000136205.12",0.115388
"16627","TNS4",4,0.80013,0.75538,0.940999,15304,0,-0.012671,0.91372,0.92766,0.999927,17443,0,-0.012671,"ENSG00000131746.8",0.0508975
"16628","TNXB",4,0.23677,0.30131,0.820598,6890,1,0.10256,0.23913,0.38525,0.999927,6866,2,0.10256,"ENSG00000168477.13",1.47328
"16629","TOB1",4,0.00017203,0.0004395,0.471308,13,3,-1.0523,0.53729,0.59055,0.999927,11036,1,-1.0523,"ENSG00000141232.4",11.8192
"16630","TOB2",4,0.64383,0.58702,0.894736,12506,1,-0.1586,0.67369,0.6943,0.999927,12953,1,-0.1586,"ENSG00000183864.4",6.7968
"16631","TOE1",4,0.80094,0.75812,0.940999,15325,0,0.071638,0.56893,0.60885,0.999927,11417,1,0.071638,"ENSG00000132773.7",9.07689
"16632","TOLLIP",4,0.062572,0.1194,0.820598,2730,1,0.31108,0.11461,0.21526,0.949041,4077,2,0.31108,"ENSG00000078902.11",6.97073
"16633","TOM1",4,0.5521,0.53633,0.894736,11254,1,0.3754,0.056107,0.13167,0.949041,2501,3,0.3754,"ENSG00000100284.16",12.5781
"16634","TOM1L1",4,0.62883,0.58207,0.894736,12297,1,0.34118,0.0079098,0.023021,0.857089,493,2,0.34118,"ENSG00000141198.9",7.35551
"16635","TOM1L2",4,0.307,0.37773,0.850105,8427,1,0.15371,0.47703,0.5591,0.999927,10302,1,0.15371,"ENSG00000175662.13",2.83157
"16636","TOMM20",4,0.29359,0.36102,0.84532,8143,1,-0.13982,0.68718,0.70135,0.999927,13185,1,-0.13982,"ENSG00000173726.6",196.521
"16637","TOMM20L",4,0.15086,0.22439,0.820598,4953,2,-0.22353,0.48867,0.56624,0.999927,10446,1,-0.22353,"ENSG00000196860.3",0.0185843
"16638","TOMM22",4,0.14195,0.22041,0.820598,4765,1,-0.083004,0.46666,0.55628,0.999927,10176,1,-0.083004,"ENSG00000100216.4",24.1965
"16639","TOMM34",4,0.93571,0.91812,0.981751,17866,0,0.20956,0.76955,0.7873,0.999927,14693,0,0.20956,"ENSG00000025772.7",30.1146
"16640","TOMM40",4,0.94887,0.93622,0.986234,18136,0,0.36023,0.06631,0.15414,0.949041,2873,3,0.36023,"ENSG00000130204.8",21.7713
"16641","TOMM40L",4,0.21272,0.28174,0.820598,6365,1,-0.14812,0.58169,0.61451,0.999927,11582,1,-0.14812,"ENSG00000158882.8",6.41861
"16642","TOMM5",4,0.81505,0.77297,0.941928,15605,0,0.094667,0.11482,0.21526,0.949041,4081,1,0.094667,"ENSG00000175768.8",23.2392
"16643","TOMM7",4,0.4574,0.48033,0.894736,10126,1,0.034563,0.32918,0.48123,0.999927,8786,1,0.034563,"ENSG00000196683.6",98.4847
"16644","TOMM70A",4,0.40071,0.44735,0.892686,9522,1,0.12268,0.63962,0.6601,0.999927,12434,1,0.12268,"ENSG00000154174.7",33.9364
"16645","TONSL",4,0.9384,0.9218,0.983269,17922,0,0.22497,0.27558,0.43298,0.999927,7667,2,0.22497,"ENSG00000160949.12",21.1806
"16646","TOP1",4,0.84381,0.80071,0.943623,16144,0,0.39314,0.042799,0.10321,0.949041,1956,3,0.39314,"ENSG00000198900.5",48.9665
"16647","TOP1MT",4,0.84348,0.80071,0.943623,16141,0,-0.13107,0.92838,0.94153,0.999927,17705,0,-0.13107,"ENSG00000184428.8",11.873
"16648","TOP2A",4,0.92417,0.90227,0.975998,17656,0,0.21243,0.29488,0.4577,0.999927,8094,2,0.21243,"ENSG00000131747.10",123.248
"16649","TOP2B",4,0.047789,0.092399,0.799779,2173,1,0.17685,0.17846,0.28788,0.992226,5543,2,0.17685,"ENSG00000077097.9",50.47
"16650","TOP3A",4,0.034223,0.06446,0.728574,1639,2,-0.33537,0.45552,0.5549,0.999927,10051,1,-0.33537,"ENSG00000177302.10",8.78878
"16651","TOP3B",4,0.84581,0.80194,0.943623,16177,0,0.049513,0.76874,0.78484,0.999927,14673,0,0.049513,"ENSG00000100038.15",25.3416
"16652","TOPAZ1",4,0.64681,0.59362,0.894736,12555,1,-0.29238,0.092152,0.19447,0.949041,3553,1,-0.29238,"ENSG00000173769.4",0.0046722
"16653","TOPBP1",4,0.047235,0.090984,0.799779,2152,3,-0.40369,0.24727,0.39552,0.999927,7040,1,-0.40369,"ENSG00000163781.8",18.4427
"16654","TOPORS",4,0.06317,0.11991,0.820598,2758,2,-0.17861,0.69369,0.70276,0.999927,13300,1,-0.17861,"ENSG00000197579.3",4.85944
"16655","TOR1A",4,0.031379,0.063431,0.728574,1523,3,-0.67631,0.30265,0.461,0.999927,8291,1,-0.67631,"ENSG00000136827.11",18.5533
"16656","TOR1AIP1",3,0.74666,0.69479,0.932695,14245,0,-0.20132,0.29304,0.38129,0.999927,8059,1,-0.20132,"ENSG00000143337.14",6.00785
"16657","TOR1AIP2",4,0.59138,0.56389,0.894736,11779,1,0.13323,0.015902,0.043596,0.949041,838,2,0.13323,"ENSG00000169905.8",3.21769
"16658","TOR1B",4,0.98359,0.98368,0.999296,18787,0,0.48084,0.019496,0.054693,0.949041,1002,2,0.48084,"ENSG00000136816.11",14.3885
"16659","TOR2A",4,0.68675,0.62829,0.910168,13194,1,0.19525,0.17838,0.28788,0.992226,5538,2,0.19525,"ENSG00000160404.13",6.81525
"16660","TOR3A",4,0.15787,0.23451,0.820598,5099,2,-0.23578,0.87924,0.89583,0.999927,16756,0,-0.23578,"ENSG00000186283.9",17.5412
"16661","TOR4A",4,0.22873,0.29536,0.820598,6716,1,0.20243,0.074323,0.16566,0.949041,3136,2,0.20243,"ENSG00000198113.2",18.7933
"16662","TOX",4,0.12345,0.20883,0.820598,4343,2,-0.26397,0.51365,0.58331,0.999927,10747,1,-0.26397,"ENSG00000198846.5",0.0398377
"16663","TOX2",4,0.27801,0.34486,0.838571,7805,1,-0.18893,0.90469,0.92476,0.999927,17268,0,-0.18893,"ENSG00000124191.13",0.0283522
"16664","TOX3",4,0.05261,0.10133,0.814067,2352,3,-0.2876,0.58113,0.61451,0.999927,11572,1,-0.2876,"ENSG00000103460.12",0.0567277
"16665","TOX4",4,0.46382,0.48364,0.894736,10197,1,0.15674,0.088209,0.18835,0.949041,3470,2,0.15674,"ENSG00000092203.9",12.9937
"16666","TP53",4,0.1286,0.21127,0.820598,4472,2,-0.54591,0.72765,0.74126,0.999927,13890,1,-0.54591,"ENSG00000141510.11",3.98093
"16667","TP53AIP1",4,0.93347,0.91753,0.981751,17827,0,0.0024082,0.73574,0.74843,0.999927,14047,1,0.0024082,"ENSG00000120471.10",0
"16668","TP53BP1",4,0.025348,0.055913,0.728574,1275,3,-0.49112,0.0041037,0.011651,0.748856,264,1,-0.49112,"ENSG00000067369.9",15.8313
"16669","TP53BP2",4,0.55314,0.53956,0.894736,11273,1,0.01094,0.25423,0.40032,0.999927,7214,1,0.01094,"ENSG00000143514.12",17.4036
"16670","TP53I11",4,0.12466,0.20883,0.820598,4374,2,-0.51734,0.68837,0.70135,0.999927,13202,1,-0.51734,"ENSG00000175274.14",0.257381
"16671","TP53I13",4,0.48006,0.49682,0.894736,10381,1,-0.21115,0.90737,0.92596,0.999927,17321,0,-0.21115,"ENSG00000167543.11",13.1362
"16672","TP53I3",4,0.35502,0.41616,0.865798,9093,1,0.28904,0.040774,0.10101,0.949041,1893,2,0.28904,"ENSG00000115129.9",2.92911
"16673","TP53INP1",4,0.92042,0.89577,0.972573,17577,0,0.0298,0.24183,0.39,0.999927,6928,1,0.0298,"ENSG00000164938.9",5.85523
"16674","TP53INP2",4,0.99128,0.98973,0.999296,18924,0,0.33829,0.051695,0.12652,0.949041,2321,3,0.33829,"ENSG00000078804.8",6.66463
"16675","TP53RK",4,0.21185,0.28174,0.820598,6339,2,-0.44929,0.64279,0.66441,0.999927,12481,1,-0.44929,"ENSG00000172315.5",4.56786
"16676","TP53TG3",4,0.03582,0.065601,0.728574,1706,2,-0.48198,0.42715,0.53205,0.999927,9764,1,-0.48198,"ENSG00000183632.10",0.0267208
"16677","TP53TG3B",4,0.17796,0.26028,0.820598,5552,1,0.092788,0.80353,0.8103,0.999927,15310,0,0.092788,"ENSG00000261509.2",0
"16678","TP53TG3C",4,0.1697,0.24847,0.820598,5356,2,-0.12373,0.016724,0.044788,0.949041,878,1,-0.12373,"ENSG00000205457.6",0.0362661
"16679","TP53TG3D",4,0.83873,0.79219,0.94277,16053,0,-0.03368,0.20697,0.334,0.999927,6145,1,-0.03368,"ENSG00000205456.7",1.40805
"16680","TP53TG5",4,0.84185,0.79832,0.943623,16109,0,-0.1828,0.91105,0.92654,0.999927,17394,0,-0.1828,"ENSG00000124251.6",0.0779686
"16681","TP63",4,0.076103,0.14797,0.820598,3257,2,-0.12367,0.53158,0.58912,0.999927,10961,1,-0.12367,"ENSG00000073282.8",0.577967
"16682","TP73",4,0.69874,0.64987,0.925563,13381,1,0.17491,0.076185,0.16639,0.949041,3181,2,0.17491,"ENSG00000078900.10",0.561908
"16683","TPBG",4,0.64829,0.59362,0.894736,12575,1,-0.015574,0.11996,0.22296,0.949041,4203,1,-0.015574,"ENSG00000146242.5",0.533038
"16684","TPBGL",4,0.76965,0.72315,0.932695,14698,0,0.02545,0.66519,0.69005,0.999927,12831,1,0.02545,"ENSG00000261594.3",0.0474697
"16685","TPCN1",4,0.12275,0.20738,0.820598,4329,2,0.026922,0.24607,0.39446,0.999927,7008,2,0.026922,"ENSG00000186815.8",9.70768
"16686","TPCN2",4,0.43475,0.47206,0.894736,9865,1,0.10399,0.037214,0.096012,0.949041,1757,2,0.10399,"ENSG00000162341.11",3.45756
"16687","TPD52",4,0.95447,0.94572,0.987983,18235,0,0.28962,0.10167,0.20729,0.949041,3781,2,0.28962,"ENSG00000076554.11",0.326917
"16688","TPD52L1",4,0.80127,0.75812,0.940999,15332,0,0.11672,0.61776,0.64596,0.999927,12104,1,0.11672,"ENSG00000111907.16",24.9127
"16689","TPD52L2",4,0.71149,0.65973,0.925563,13603,1,0.26581,0.27192,0.42186,0.999927,7586,2,0.26581,"ENSG00000101150.13",62.774
"16690","TPD52L3",4,0.55221,0.53633,0.894736,11256,1,0.34128,0.44285,0.54771,0.999927,9919,1,0.34128,"ENSG00000170777.9",0
"16691","TPGS1",4,0.10921,0.19201,0.820598,4028,2,-0.042734,0.18416,0.29552,0.998576,5654,2,-0.042734,"ENSG00000141933.8",3.08906
"16692","TPGS2",4,0.46269,0.48363,0.894736,10185,1,0.017073,0.092273,0.19447,0.949041,3556,1,0.017073,"ENSG00000134779.10",23.9401
"16693","TPH1",4,0.20886,0.27872,0.820598,6281,2,-0.20621,0.17787,0.28788,0.992226,5526,1,-0.20621,"ENSG00000129167.5",0.174236
"16694","TPH2",4,0.52693,0.52474,0.894736,10940,1,0.32288,0.14954,0.24869,0.949041,4877,2,0.32288,"ENSG00000139287.8",0.0442985
"16695","TPI1",4,0.99287,0.99218,0.999296,18954,0,0.48811,0.023927,0.06735,0.949041,1202,3,0.48811,"ENSG00000111669.10",155.07
"16696","TPK1",4,0.19277,0.27301,0.820598,5896,1,-0.33394,0.31024,0.46822,0.999927,8457,1,-0.33394,"ENSG00000196511.9",1.95256
"16697","TPM1",4,0.35829,0.41616,0.865798,9124,1,-0.031547,0.093313,0.19447,0.949041,3585,1,-0.031547,"ENSG00000140416.15",9.98497
"16698","TPM2",4,0.86674,0.82911,0.956402,16567,0,-0.056496,0.86076,0.87614,0.999927,16407,0,-0.056496,"ENSG00000198467.9",2.68236
"16699","TPM3",4,0.81836,0.77694,0.941928,15661,0,0.043758,0.65018,0.67301,0.999927,12588,1,0.043758,"ENSG00000143549.15",78.1433
"16700","TPM4",4,0.38864,0.44077,0.888847,9394,1,-0.11845,0.55771,0.59619,0.999927,11282,1,-0.11845,"ENSG00000167460.10",67.6329
"16701","TPMT",4,0.21285,0.28174,0.820598,6371,2,-0.35688,0.61018,0.64027,0.999927,11992,1,-0.35688,"ENSG00000137364.4",34.7905
"16702","TPO",4,0.051511,0.099721,0.814067,2311,3,-0.35231,0.74366,0.75542,0.999927,14196,0,-0.35231,"ENSG00000115705.16",0
"16703","TPP1",4,0.19734,0.27515,0.820598,6015,2,-0.15052,0.90358,0.92419,0.999927,17246,0,-0.15052,"ENSG00000166340.10",28.3084
"16704","TPP2",4,0.47252,0.49351,0.894736,10294,1,0.54166,0.065094,0.1528,0.949041,2834,3,0.54166,"ENSG00000134900.7",16.0378
"16705","TPPP",4,0.27619,0.34486,0.838571,7767,1,-0.01274,0.87611,0.89285,0.999927,16702,0,-0.01274,"ENSG00000171368.10",0.269737
"16706","TPPP2",4,0.84531,0.80194,0.943623,16170,0,0.29731,0.30059,0.461,0.999927,8240,2,0.29731,"ENSG00000179636.10",0
"16707","TPPP3",4,0.31276,0.38188,0.850105,8547,2,-0.17752,0.58153,0.61451,0.999927,11580,1,-0.17752,"ENSG00000159713.6",0.107098
"16708","TPR",4,0.86949,0.83434,0.959554,16621,0,0.12028,0.72218,0.7355,0.999927,13798,1,0.12028,"ENSG00000047410.9",42.5115
"16709","TPRA1",4,0.64728,0.59362,0.894736,12559,1,0.06538,0.12807,0.23203,0.949041,4379,1,0.06538,"ENSG00000163870.10",4.14079
"16710","TPRG1",4,0.64624,0.59362,0.894736,12542,1,0.34282,0.14997,0.24869,0.949041,4885,2,0.34282,"ENSG00000188001.5",0.0045094
"16711","TPRG1L",4,0.65689,0.59872,0.894736,12713,1,-0.067009,0.37262,0.50224,0.999927,9182,1,-0.067009,"ENSG00000158109.10",10.4201
"16712","TPRKB",4,0.56285,0.54443,0.894736,11410,1,-0.15847,0.049142,0.12205,0.949041,2219,1,-0.15847,"ENSG00000144034.10",25.7056
"16713","TPRN",4,0.60361,0.57385,0.894736,11938,1,-0.15995,0.65265,0.67592,0.999927,12634,1,-0.15995,"ENSG00000176058.7",7.17467
"16714","TPRX1",4,0.39612,0.44405,0.890664,9469,1,-0.12268,0.023437,0.066315,0.949041,1181,1,-0.12268,"ENSG00000178928.4",0.0080069
"16715","TPSAB1",4,0.15916,0.23451,0.820598,5136,1,-0.11345,0.32496,0.47976,0.999927,8749,1,-0.11345,"ENSG00000172236.12",0.011996
"16716","TPSB2",4,0.69407,0.64488,0.923574,13318,1,0.28928,0.081924,0.17567,0.949041,3318,2,0.28928,"ENSG00000197253.9",0.0106639
"16717","TPSD1",4,0.65067,0.59533,0.894736,12611,1,-0.11752,0.59635,0.62449,0.999927,11795,1,-0.11752,"ENSG00000095917.9",0.0158383
"16718","TPSG1",4,0.7741,0.72315,0.932695,14772,0,0.75426,0.0014706,0.0043538,0.748856,98,2,0.75426,"ENSG00000116176.6",0.0084166
"16719","TPST1",4,0.64469,0.58864,0.894736,12520,1,0.30139,0.15141,0.24869,0.949041,4921,2,0.30139,"ENSG00000169902.9",1.31943
"16720","TPST2",4,0.88395,0.85729,0.96551,16891,0,0.50477,0.065913,0.15348,0.949041,2860,2,0.50477,"ENSG00000128294.11",19.0141
"16721","TPT1",4,0.32439,0.39511,0.857649,8779,2,-0.14472,0.58642,0.6188,0.999927,11650,1,-0.14472,"ENSG00000133112.12",315.624
"16722","TPTE",4,0.47795,0.49682,0.894736,10357,1,0.25757,0.039973,0.099231,0.949041,1857,2,0.25757,"ENSG00000166157.12",1.97319
"16723","TPTE2",4,0.013978,0.036694,0.728574,782,3,-0.64939,0.98682,0.99146,0.999927,18840,0,-0.64939,"ENSG00000132958.13",0.0036308
"16724","TPX2",4,0.8761,0.84767,0.96551,16748,0,-0.12764,0.92378,0.93859,0.999927,17626,0,-0.12764,"ENSG00000088325.11",86.6277
"16725","TRA2A",2,0.076279,0.1172,0.820598,3262,1,-0.7363,0.69442,0.72626,0.999927,13311,0,-0.7363,"ENSG00000164548.6",32.8384
"16726","TRA2B",4,0.87031,0.83642,0.960545,16641,0,0.17209,0.030242,0.082323,0.949041,1469,2,0.17209,"ENSG00000136527.13",55.2119
"16727","TRABD",4,0.45557,0.48033,0.894736,10106,1,0.26122,0.26601,0.41758,0.999927,7465,2,0.26122,"ENSG00000170638.5",21.8199
"16728","TRABD2A",4,0.87493,0.84564,0.96551,16730,0,0.4298,0.066576,0.15532,0.949041,2885,3,0.4298,"ENSG00000186854.6",0.0346347
"16729","TRABD2B",4,0.24155,0.30321,0.820598,6993,2,-0.19992,0.59579,0.62449,0.999927,11786,1,-0.19992,"ENSG00000269113.3",0.0039464
"16730","TRADD",4,0.064013,0.12237,0.820598,2789,3,-0.39473,0.97545,0.98366,0.999927,18645,0,-0.39473,"ENSG00000102871.11",5.4921
"16731","TRAF1",4,0.26013,0.32402,0.833499,7403,2,-0.30194,0.35614,0.49524,0.999927,9029,1,-0.30194,"ENSG00000056558.6",0.0811527
"16732","TRAF2",4,0.66761,0.60533,0.896067,12884,1,0.25223,0.18864,0.3052,0.999927,5757,2,0.25223,"ENSG00000127191.13",11.7006
"16733","TRAF3",4,0.59316,0.56389,0.894736,11800,1,0.079947,0.10562,0.21116,0.949041,3868,2,0.079947,"ENSG00000131323.10",4.86285
"16734","TRAF3IP1",3,0.1981,0.26254,0.820598,6038,2,-0.35342,0.96394,0.97426,0.999927,18400,0,-0.35342,"ENSG00000204104.7",2.89831
"16735","TRAF3IP2",4,0.73323,0.6828,0.930807,13996,1,0.37823,0.023641,0.06657,0.949041,1189,3,0.37823,"ENSG00000056972.14",3.56895
"16736","TRAF3IP3",4,0.55355,0.53956,0.894736,11281,1,0.17555,0.69113,0.70276,0.999927,13259,1,0.17555,"ENSG00000009790.10",0.455909
"16737","TRAF4",4,0.40378,0.4506,0.894736,9546,1,-0.085492,0.59647,0.62449,0.999927,11797,1,-0.085492,"ENSG00000076604.10",22.5122
"16738","TRAF5",4,0.17695,0.25717,0.820598,5529,2,-0.37332,0.97554,0.98383,0.999927,18646,0,-0.37332,"ENSG00000082512.10",3.81292
"16739","TRAF6",4,0.53744,0.52804,0.894736,11082,1,-0.14302,0.83838,0.84071,0.999927,15997,0,-0.14302,"ENSG00000175104.10",3.92934
"16740","TRAF7",4,0.26447,0.32898,0.834089,7496,1,0.15576,0.77903,0.79479,0.999927,14865,0,0.15576,"ENSG00000131653.8",48.849
"16741","TRAFD1",4,0.83502,0.78971,0.941928,15978,0,0.043439,0.17227,0.27499,0.965379,5397,1,0.043439,"ENSG00000135148.7",27.2884
"16742","TRAIP",4,0.89904,0.87161,0.96551,17170,0,0.27477,0.19532,0.31579,0.999927,5906,2,0.27477,"ENSG00000183763.4",8.00366
"16743","TRAK1",4,0.53147,0.52638,0.894736,11002,1,-0.26093,0.017084,0.048908,0.949041,897,1,-0.26093,"ENSG00000182606.10",6.88186
"16744","TRAK2",4,0.27853,0.34486,0.838571,7820,2,-0.021265,0.29935,0.45991,0.999927,8206,2,-0.021265,"ENSG00000115993.7",12.1795
"16745","TRAM1",4,0.044027,0.081398,0.766466,2023,3,-0.50666,0.90543,0.92477,0.999927,17279,0,-0.50666,"ENSG00000067167.3",49.3224
"16746","TRAM1L1",4,0.31322,0.38365,0.850105,8556,1,0.43801,0.042325,0.10321,0.949041,1946,3,0.43801,"ENSG00000174599.4",0.119321
"16747","TRAM2",4,0.58021,0.5574,0.894736,11633,1,-0.02632,0.094545,0.19525,0.949041,3614,1,-0.02632,"ENSG00000065308.4",7.15035
"16748","TRANK1",4,0.60669,0.57385,0.894736,11982,1,-0.46497,0.63023,0.65441,0.999927,12284,1,-0.46497,"ENSG00000168016.9",2.04374
"16749","TRAP1",4,0.71523,0.66639,0.928842,13672,1,-0.026165,0.51104,0.58331,0.999927,10709,1,-0.026165,"ENSG00000126602.6",51.9133
"16750","TRAPPC1",4,0.15222,0.22439,0.820598,4984,2,0.019391,0.20714,0.334,0.999927,6149,2,0.019391,"ENSG00000170043.7",31.6787
"16751","TRAPPC10",4,0.43256,0.46873,0.894736,9838,1,0.038971,0.83227,0.83132,0.999927,15874,0,0.038971,"ENSG00000160218.8",11.408
"16752","TRAPPC11",4,0.18081,0.26335,0.820598,5618,2,-0.20597,0.43945,0.54632,0.999927,9892,1,-0.20597,"ENSG00000168538.11",19.4333
"16753","TRAPPC12",4,0.19106,0.27301,0.820598,5858,2,-0.28711,0.035544,0.093467,0.949041,1695,1,-0.28711,"ENSG00000171853.11",7.31122
"16754","TRAPPC13",4,0.10574,0.18994,0.820598,3963,2,-0.45034,0.69031,0.70276,0.999927,13239,1,-0.45034,"ENSG00000113597.13",9.25084
"16755","TRAPPC2",4,0.027173,0.05805,0.728574,1344,3,-0.56407,0.86189,0.87699,0.999927,16434,0,-0.56407,"ENSG00000196459.9",6.93244
"16756","TRAPPC2L",4,0.18048,0.26335,0.820598,5611,2,-0.22663,0.082582,0.17567,0.949041,3330,1,-0.22663,"ENSG00000167515.6",6.48986
"16757","TRAPPC3",4,0.82737,0.78334,0.941928,15840,0,-0.013389,0.71731,0.73118,0.999927,13714,1,-0.013389,"ENSG00000054116.7",23.9287
"16758","TRAPPC3L",4,0.062573,0.1194,0.820598,2732,3,-0.61527,0.20285,0.33115,0.999927,6057,1,-0.61527,"ENSG00000173626.5",0
"16759","TRAPPC4",4,0.7773,0.72925,0.932695,14830,0,0.048165,0.75009,0.75962,0.999927,14318,0,0.048165,"ENSG00000196655.5",33.6663
"16760","TRAPPC5",4,0.25813,0.32203,0.83311,7361,2,-0.25282,0.68038,0.69712,0.999927,13055,1,-0.25282,"ENSG00000181029.7",13.7008
"16761","TRAPPC6A",4,0.90186,0.87247,0.96551,17228,0,0.076172,0.61515,0.64595,0.999927,12064,1,0.076172,"ENSG00000007255.6",55.7769
"16762","TRAPPC6B",4,0.60448,0.57385,0.894736,11951,1,-0.16912,0.66202,0.6872,0.999927,12777,1,-0.16912,"ENSG00000182400.10",16.8379
"16763","TRAPPC8",4,0.68235,0.62337,0.908827,13109,1,-0.078821,0.66469,0.69005,0.999927,12820,1,-0.078821,"ENSG00000153339.9",13.3991
"16764","TRAPPC9",4,0.12483,0.20883,0.820598,4378,2,-0.30451,0.74774,0.7582,0.999927,14271,0,-0.30451,"ENSG00000167632.10",0.852886
"16765","TRAT1",4,0.88721,0.85917,0.96551,16955,0,0.28039,0.0085308,0.024156,0.857089,521,2,0.28039,"ENSG00000163519.9",0.0131443
"16766","TRDMT1",4,0.88858,0.86188,0.96551,16979,0,0.096995,0.6333,0.65586,0.999927,12334,1,0.096995,"ENSG00000107614.17",1.49664
"16767","TRDN",4,0.33085,0.4015,0.861918,8868,1,-0.01336,0.71411,0.72976,0.999927,13665,1,-0.01336,"ENSG00000186439.8",0.392933
"16768","TREH",4,0.18271,0.26335,0.820598,5663,2,-0.12803,0.17236,0.27499,0.965379,5402,2,-0.12803,"ENSG00000118094.7",0
"16769","TREM1",4,0.72833,0.6828,0.930807,13900,1,-0.21892,0.83953,0.84274,0.999927,16021,0,-0.21892,"ENSG00000124731.8",0.0684869
"16770","TREM2",4,0.26614,0.33001,0.834089,7532,2,0.059501,0.29243,0.45508,0.999927,8044,2,0.059501,"ENSG00000095970.12",0.0075865
"16771","TREML1",4,0.63402,0.5854,0.894736,12375,1,0.22148,0.035108,0.092867,0.949041,1670,2,0.22148,"ENSG00000161911.7",0
"16772","TREML2",4,0.65343,0.59533,0.894736,12659,1,-0.055766,0.10282,0.20729,0.949041,3802,1,-0.055766,"ENSG00000112195.8",1.48684
"16773","TREML4",4,0.43858,0.47374,0.894736,9911,1,0.25007,0.025656,0.069485,0.949041,1279,2,0.25007,"ENSG00000188056.7",0.0122525
"16774","TRERF1",4,0.99917,0.99901,0.999836,19093,0,0.57396,0.0008272,0.0023534,0.748856,55,4,0.57396,"ENSG00000124496.8",0.192316
"16775","TREX1",4,0.42403,0.46375,0.894736,9746,1,-0.20597,0.84196,0.84475,0.999927,16075,0,-0.20597,"ENSG00000213689.5",1.60632
"16776","TREX2",4,0.24979,0.31407,0.83081,7170,1,0.35365,0.03343,0.088395,0.949041,1592,3,0.35365,"ENSG00000183479.8",0.363959
"16777","TRH",4,0.98015,0.97858,0.999041,18717,0,0.43837,0.0060908,0.016606,0.748856,402,3,0.43837,"ENSG00000170893.3",0.0125994
"16778","TRHDE",4,0.91446,0.88568,0.968961,17472,0,0.11216,0.43069,0.53922,0.999927,9802,1,0.11216,"ENSG00000072657.4",0.101499
"16779","TRHR",4,0.80677,0.76357,0.941928,15439,0,0.12833,0.21574,0.35267,0.999927,6345,2,0.12833,"ENSG00000174417.2",0.0247533
"16780","TRIAP1",4,0.88295,0.85729,0.96551,16874,0,0.33097,0.17879,0.28882,0.994727,5549,2,0.33097,"ENSG00000170855.3",17.9337
"16781","TRIB1",4,0.24407,0.3042,0.820598,7058,1,0.47774,0.26398,0.41594,0.999927,7424,2,0.47774,"ENSG00000173334.3",2.54355
"16782","TRIB2",4,0.046936,0.090983,0.799779,2141,1,0.25853,0.23484,0.37868,0.999927,6770,1,0.25853,"ENSG00000071575.7",12.0643
"16783","TRIB3",4,0.16429,0.24459,0.820598,5244,2,-0.31067,0.92679,0.94007,0.999927,17677,0,-0.31067,"ENSG00000101255.6",160.906
"16784","TRIL",4,0.43384,0.47041,0.894736,9853,1,-0.0057342,0.70109,0.71548,0.999927,13431,1,-0.0057342,"ENSG00000176734.3",0
"16785","TRIM10",4,0.8066,0.76221,0.941928,15434,0,-0.015529,0.43258,0.53922,0.999927,9823,1,-0.015529,"ENSG00000204613.6",0.0843371
"16786","TRIM11",4,0.8922,0.86637,0.96551,17039,0,-0.01828,0.0090993,0.025281,0.857089,546,1,-0.01828,"ENSG00000154370.9",7.74113
"16787","TRIM13",4,0.11855,0.20426,0.820598,4235,2,-0.18618,0.51855,0.58476,0.999927,10810,1,-0.18618,"ENSG00000204977.5",2.77342
"16788","TRIM14",4,0.97122,0.96501,0.993827,18532,0,0.12979,0.80392,0.8103,0.999927,15319,0,0.12979,"ENSG00000106785.10",13.822
"16789","TRIM15",4,0.8506,0.80436,0.943623,16272,0,-0.0052397,0.38268,0.50789,0.999927,9286,1,-0.0052397,"ENSG00000204610.8",0.183275
