"","x"
"SYT7",1
"SYT8",1
"SYT9",1
"SYVN1",1
"SZRD1",1
"TAAR1",1
"TAAR5",1
"TAAR8",1
"TAAR9",1
"TACR2",1
"TADA1",1
"TAF1",1
"TAF11",1
"TAF1A",1
"TAF1D",1
"TAF3",1
"TAF4",1
"TAF4B",1
"TAF7",1
"TAF7L",1
"TAF9B",1
"TAL2",1
"TAMM41",1
"TAOK3",1
"TAP1",1
"TAPBPL",1
"TARM1",1
"TAS1R2",1
"TAS1R3",1
"TAS2R1",1
"TAS2R19",1
"TAS2R31",1
"TAS2R40",1
"TAS2R41",1
"TAS2R42",1
"TAS2R5",1
"TAS2R50",1
"TAS2R60",1
"TAS2R7",1
"TAS2R8",1
"TAZ",1
"TBC1D10A",1
"TBC1D12",1
"TBC1D13",1
"TBC1D16",1
"TBC1D20",1
"TBC1D23",1
"TBC1D28",1
"TBC1D2B",1
"TBC1D30",1
"TBC1D31",1
"TBC1D3C",1
"TBC1D3H",1
"TBC1D4",1
"TBC1D9",1
"TBCCD1",1
"TBCD",1
"TBCE",1
"TBL1XR1",1
"TBPL2",1
"TBX1",1
"TBX15",1
"TBX19",1
"TBX3",1
"TCAF2",1
"TCAIM",1
"TCEA2",1
"TCEAL1",1
"TCEAL5",1
"TCEAL7",1
"TCEANC2",1
"TCEB1",1
"TCEB3C",1
"TCERG1",1
"TCF15",1
"TCF20",1
"TCF3",1
"TCF7L2",1
"TCFL5",1
"TCHH",1
"TCP1",1
"TCP10L2",1
"TCP11L2",1
"TCTEX1D1",1
"TCTEX1D2",1
"TCTN3",1
"TDGF1",1
"TDP1",1
"TDP2",1
"TDRD10",1
"TDRD6",1
"TDRP",1
"TEAD2",1
"TECTB",1
"TEDDM1",1
"TEK",1
"TEKT4",1
"TEKT5",1
"TEN1",1
"TENM2",1
"TENM3",1
"TERF1",1
"TES",1
"TESC",1
"TESK2",1
"TET1",1
"TET3",1
"TEX10",1
"TEX101",1
"TEX11",1
"TEX13B",1
"TEX28",1
"TEX33",1
"TEX36",1
"TEX37",1
"TEX40",1
"TEX9",1
"TFAM",1
"TFAP2E",1
"TFDP1",1
"TFEB",1
"TFF1",1
"TFF3",1
"TFPI",1
"TG",1
"TGFA",1
"TGFBI",1
"TGFBR1",1
"TGFBR2",1
"TGFBR3L",1
"TGIF2",1
"TGM3",1
"TGOLN2",1
"THAP4",1
"THAP5",1
"THAP8",1
"THEGL",1
"THEM5",1
"THEM6",1
"THEMIS2",1
"THG1L",1
"THNSL1",1
"THOP1",1
"THSD4",1
"TIAM1",1
"TICAM2",1
"TIE1",1
"TIGAR",1
"TIGD5",1
"TIGD6",1
"TIGD7",1
"TIMM10",1
"TIMM10B",1
"TIMM13",1
"TIMM17A",1
"TIMM22",1
"TIMP1",1
"TIMP2",1
"TINAG",1
"TK1",1
"TKTL1",1
"TLDC2",1
"TLE6",1
"TLL1",1
"TLN1",1
"TLR5",1
"TLR7",1
"TLR9",1
"TLX3",1
"TM2D1",1
"TM4SF1",1
"TM4SF4",1
"TM4SF5",1
"TM9SF1",1
"TM9SF2",1
"TM9SF4",1
"TMBIM4",1
"TMC3",1
"TMC5",1
"TMC6",1
"TMCC1",1
"TMCO3",1
"TMCO5A",1
"TMED8",1
"TMED9",1
"TMEM100",1
"TMEM102",1
"TMEM106B",1
"TMEM107",1
"TMEM11",1
"TMEM114",1
"TMEM119",1
"TMEM123",1
"TMEM125",1
"TMEM126B",1
"TMEM131",1
"TMEM132A",1
"TMEM133",1
"TMEM134",1
"TMEM143",1
"TMEM144",1
"TMEM145",1
"TMEM14A",1
"TMEM14B",1
"TMEM14C",1
"TMEM150A",1
"TMEM150B",1
"TMEM151A",1
"TMEM151B",1
"TMEM156",1
"TMEM161B",1
"TMEM164",1
"TMEM167A",1
"TMEM167B",1
"TMEM169",1
"TMEM171",1
"TMEM178A",1
"TMEM178B",1
"TMEM18",1
"TMEM180",1
"TMEM181",1
"TMEM184C",1
"TMEM185A",1
"TMEM187",1
"TMEM189-UBE2V1",1
"TMEM190",1
"TMEM192",1
"TMEM194B",1
"TMEM198",1
"TMEM199",1
"TMEM2",1
"TMEM200A",1
"TMEM202",1
"TMEM204",1
"TMEM207",1
"TMEM212",1
"TMEM214",1
"TMEM215",1
"TMEM219",1
"TMEM220",1
"TMEM222",1
"TMEM225",1
"TMEM229A",1
"TMEM230",1
"TMEM233",1
"TMEM234",1
"TMEM235",1
"TMEM237",1
"TMEM238",1
"TMEM239",1
"TMEM240",1
"TMEM241",1
"TMEM242",1
"TMEM244",1
"TMEM254",1
"TMEM258",1
"TMEM259",1
"TMEM262",1
"TMEM27",1
"TMEM31",1
"TMEM37",1
"TMEM39A",1
"TMEM41A",1
"TMEM41B",1
"TMEM42",1
"TMEM45A",1
"TMEM45B",1
"TMEM47",1
"TMEM50A",1
"TMEM50B",1
"TMEM51",1
"TMEM52",1
"TMEM52B",1
"TMEM54",1
"TMEM57",1
"TMEM59L",1
"TMEM63C",1
"TMEM65",1
"TMEM67",1
"TMEM69",1
"TMEM74",1
"TMEM79",1
"TMEM81",1
"TMEM82",1
"TMEM87A",1
"TMEM88",1
"TMEM89",1
"TMEM95",1
"TMEM97",1
"TMEM98",1
"TMF1",1
"TMIGD1",1
"TMIGD2",1
"TMOD1",1
"TMOD2",1
"TMOD3",1
"TMOD4",1
"TMPRSS11F",1
"TMPRSS13",1
"TMPRSS2",1
"TMPRSS9",1
"TMSB10",1
"TMSB15B",1
"TMTC4",1
"TMX4",1
"TNF",1
"TNFAIP3",1
"TNFAIP8",1
"TNFAIP8L2-SCNM1",1
"TNFAIP8L3",1
"TNFRSF10A",1
"TNFRSF10D",1
"TNFRSF11B",1
"TNFRSF12A",1
"TNFRSF13C",1
"TNFRSF21",1
"TNFRSF25",1
"TNFSF14",1
"TNFSF15",1
"TNFSF18",1
"TNFSF4",1
"TNIK",1
"TNIP3",1
"TNK2",1
"TNKS",1
"TNMD",1
"TNNC1",1
"TNNC2",1
"TNNI2",1
"TNNI3K",1
"TNNT3",1
"TNP2",1
"TNPO3",1
"TNRC6C",1
"TNS1",1
"TNS2",1
"TOLLIP",1
"TOM1L2",1
"TOMM22",1
"TOMM40",1
"TOMM5",1
"TOP2A",1
"TOP3B",1
"TOR1AIP1",1
"TOR4A",1
"TOX2",1
"TP53I3",1
"TP53INP2",1
"TP73",1
"TPBG",1
"TPBGL",1
"TPCN1",1
"TPCN2",1
"TPD52",1
"TPD52L2",1
"TPGS2",1
"TPH1",1
"TPH2",1
"TPI1",1
"TPM1",1
"TPMT",1
"TPO",1
"TPP2",1
"TPRG1",1
"TPRG1L",1
"TPRKB",1
"TPRN",1
"TPRX1",1
"TRA2B",1
"TRAF1",1
"TRAF2",1
"TRAF7",1
"TRAIP",1
"TRAK1",1
"TRAM2",1
"TRAPPC2L",1
"TRAPPC3",1
"TRAPPC4",1
"TRAPPC6A",1
"TRAPPC6B",1
"TRAPPC9",1
"TREML2",1
"TREML4",1
"TRERF1",1
"TRH",1
"TRHDE",1
"TRHR",1
"TRIAP1",1
"TRIB2",1
"TRIM11",1
"TRIM16L",1
"TRIM2",1
"TRIM21",1
"TRIM22",1
"TRIM23",1
"TRIM29",1
"TRIM34",1
"TRIM35",1
"TRIM36",1
"TRIM40",1
"TRIM41",1
"TRIM44",1
"TRIM46",1
"TRIM47",1
"TRIM48",1
"TRIM49D2",1
"TRIM51",1
"TRIM52",1
"TRIM58",1
"TRIM59",1
"TRIM6-TRIM34",1
"TRIM62",1
"TRIM67",1
"TRIM68",1
"TRIM69",1
"TRIML2",1
"TRIO",1
"TRIOBP",1
"TRIT1",1
"TRMT1",1
"TRMT10A",1
"TRMT10B",1
"TRMT112",1
"TRMT12",1
"TRMT6",1
"TRMT61A",1
"TRMT61B",1
"TRNP1",1
"TRO",1
"TROAP",1
"TROVE2",1
"TRPC5OS",1
"TRPC6",1
"TRPC7",1
"TRPM2",1
"TRPM3",1
"TRPT1",1
"TRPV1",1
"TRPV4",1
"TRPV5",1
"TSACC",1
"TSC22D4",1
"TSFM",1
"TSG101",1
"TSHB",1
"TSHZ2",1
"TSKU",1
"TSN",1
"TSNARE1",1
"TSNAXIP1",1
"TSPAN11",1
"TSPAN13",1
"TSPAN14",1
"TSPAN18",1
"TSPAN2",1
"TSPAN32",1
"TSPAN4",1
"TSPEAR",1
"TSPY4",1
"TSPY8",1
"TSPYL1",1
"TSPYL6",1
"TSR1",1
"TSSC1",1
"TSSK4",1
"TSSK6",1
"TST",1
"TSTD3",1
"TTBK2",1
"TTC1",1
"TTC17",1
"TTC19",1
"TTC21A",1
"TTC22",1
"TTC23L",1
"TTC25",1
"TTC26",1
"TTC28",1
"TTC29",1
"TTC30A",1
"TTC30B",1
"TTC31",1
"TTC32",1
"TTC36",1
"TTC39C",1
"TTC7B",1
"TTC9C",1
"TTF1",1
"TTI1",1
"TTI2",1
"TTK",1
"TTL",1
"TTLL10",1
"TTLL5",1
"TTLL6",1
"TTLL9",1
"TTPA",1
"TTPAL",1
"TUBA1C",1
"TUBB2A",1
"TUBD1",1
"TUBG2",1
"TUBGCP3",1
"TUBGCP4",1
"TUBGCP5",1
"TUFT1",1
"TULP2",1
"TULP3",1
"TUSC1",1
"TVP23A",1
"TVP23C",1
"TVP23C-CDRT4",1
"TWF1",1
"TWSG1",1
"TXK",1
"TXN2",1
"TXNDC15",1
"TXNDC5",1
"TXNDC8",1
"TXNIP",1
"TYRP1",1
"TYW1B",1
"TYW5",1
"U2AF2",1
"U2SURP",1
"UAP1L1",1
"UBA1",1
"UBA7",1
"UBAC1",1
"UBAP1",1
"UBAP1L",1
"UBC",1
"UBD",1
"UBE2B",1
"UBE2D2",1
"UBE2F",1
"UBE2G1",1
"UBE2G2",1
"UBE2J1",1
"UBE2N",1
"UBE2Q2",1
"UBE2R2",1
"UBE2S",1
"UBE2T",1
"UBE2W",1
"UBE3A",1
"UBE3B",1
"UBL3",1
"UBL4B",1
"UBL5",1
"UBL7",1
"UBLCP1",1
"UBN1",1
"UBN2",1
"UBR1",1
"UBR2",1
"UBR3",1
"UBR4",1
"UBTFL1",1
"UBXN1",1
"UBXN2A",1
"UBXN8",1
"UCHL3",1
"UCK1",1
"UCKL1",1
"UCN",1
"UCN2",1
"UCN3",1
"UCP2",1
"UFC1",1
"UFD1L",1
"UFL1",1
"UFM1",1
"UFSP2",1
"UGGT1",1
"UGGT2",1
"UGP2",1
"UGT1A8",1
"UGT2A1",1
"UGT2A3",1
"UGT2B10",1
"UGT2B11",1
"UGT2B28",1
"UGT3A1",1
"UHRF1BP1",1
"UHRF1BP1L",1
"UIMC1",1
"ULBP1",1
"ULK1",1
"ULK4",1
"UMAD1",1
"UMODL1",1
"UMPS",1
"UNC119",1
"UNC119B",1
"UNC50",1
"UNC5D",1
"UNC79",1
"UNC93A",1
"UNC93B1",1
"UNK",1
"UNKL",1
"UPF2",1
"UPF3A",1
"UPF3B",1
"UPK3A",1
"UPP2",1
"UQCC1",1
"UQCR10",1
"UQCR11",1
"UQCRB",1
"UQCRFS1",1
"UQCRH",1
"UQCRHL",1
"URGCP",1
"URI1",1
"URM1",1
"USF1",1
"USH1C",1
"USH2A",1
"USMG5",1
"USP11",1
"USP12",1
"USP16",1
"USP17L1",1
"USP17L10",1
"USP17L12",1
"USP17L28",1
"USP17L5",1
"USP18",1
"USP27X",1
"USP28",1
"USP32",1
"USP34",1
"USP36",1
"USP40",1
"USP44",1
"USP49",1
"USP8",1
"USP9X",1
"USP9Y",1
"USPL1",1
"UTF1",1
"UTP18",1
"UTP23",1
"UTS2",1
"UTS2R",1
"UTY",1
"UXS1",1
"UXT",1
"VAMP3",1
"VAMP7",1
"VANGL1",1
"VAPA",1
"VARS2",1
"VASH2",1
"VAV1",1
"VAV2",1
"VAV3",1
"VAX1",1
"VBP1",1
"VCL",1
"VCPIP1",1
"VCX2",1
"VCY",1
"VCY1B",1
"VDAC2",1
"VDAC3",1
"VENTX",1
"VEZT",1
"VILL",1
"VIM",1
"VIMP",1
"VIPAS39",1
"VIPR1",1
"VKORC1",1
"VKORC1L1",1
"VLDLR",1
"VMO1",1
"VPRBP",1
"VPS13B",1
"VPS13D",1
"VPS28",1
"VPS29",1
"VPS35",1
"VPS37C",1
"VPS41",1
"VPS45",1
"VPS51",1
"VPS52",1
"VPS53",1
"VPS54",1
"VPS72",1
"VRK2",1
"VRK3",1
"VRTN",1
"VSIG10",1
"VSIG8",1
"VSNL1",1
"VSTM2A",1
"VSTM2B",1
"VSTM4",1
"VSTM5",1
"VTI1B",1
"VWC2L",1
"WARS",1
"WAS",1
"WBP1",1
"WBP2NL",1
"WBSCR22",1
"WBSCR28",1
"WDFY1",1
"WDFY4",1
"WDR13",1
"WDR20",1
"WDR27",1
"WDR31",1
"WDR33",1
"WDR34",1
"WDR45",1
"WDR45B",1
"WDR46",1
"WDR5",1
"WDR53",1
"WDR5B",1
"WDR7",1
"WDR70",1
"WDR76",1
"WDR81",1
"WDR93",1
"WDSUB1",1
"WFDC10B",1
"WFDC13",1
"WFDC2",1
"WFDC8",1
"WFDC9",1
"WHSC1",1
"WHSC1L1",1
"WIBG",1
"WIPF1",1
"WIPF2",1
"WIPF3",1
"WISP3",1
"WNK2",1
"WNK4",1
"WNT1",1
"WNT11",1
"WNT2",1
"WNT6",1
"WNT7A",1
"WNT7B",1
"WNT8A",1
"WNT8B",1
"WNT9A",1
"WNT9B",1
"WRN",1
"WRNIP1",1
"WSCD2",1
"WWC1",1
"WWOX",1
"WWP1",1
"WWP2",1
"WWTR1",1
"XAF1",1
"XBP1",1
"XCL1",1
"XDH",1
"XG",1
"XK",1
"XKR5",1
"XKR9",1
"XKRX",1
"XPC",1
"XPNPEP2",1
"XPNPEP3",1
"XPO7",1
"XPR1",1
"XRCC1",1
"XRCC6",1
"XRN1",1
"XRN2",1
"XXYLT1",1
"YAP1",1
"YBX3",1
"YDJC",1
"YIF1A",1
"YIPF4",1
"YIPF7",1
"YLPM1",1
"YME1L1",1
"YPEL3",1
"YRDC",1
"YTHDF1",1
"YTHDF2",1
"YWHAB",1
"YWHAG",1
"YY1AP1",1
"YY2",1
"ZADH2",1
"ZAK",1
"ZAR1L",1
"ZASP",1
"ZBBX",1
"ZBED3",1
"ZBED6",1
"ZBED6CL",1
"ZBTB11",1
"ZBTB12",1
"ZBTB16",1
"ZBTB20",1
"ZBTB21",1
"ZBTB22",1
"ZBTB25",1
"ZBTB26",1
"ZBTB3",1
"ZBTB34",1
"ZBTB39",1
"ZBTB4",1
"ZBTB40",1
"ZBTB41",1
"ZBTB43",1
"ZBTB44",1
"ZBTB46",1
"ZBTB49",1
"ZBTB6",1
"ZBTB8B",1
"ZC2HC1A",1
"ZC3H10",1
"ZC3H11A",1
"ZC3H12D",1
"ZC3H15",1
"ZC3H3",1
"ZC3H7A",1
"ZC3H7B",1
"ZC3H8",1
"ZC4H2",1
"ZCCHC11",1
"ZCCHC9",1
"ZCRB1",1
"ZDBF2",1
"ZDHHC11",1
"ZDHHC13",1
"ZDHHC15",1
"ZDHHC16",1
"ZDHHC17",1
"ZDHHC2",1
"ZDHHC20",1
"ZDHHC21",1
"ZDHHC3",1
"ZDHHC7",1
"ZFAND2A",1
"ZFAND3",1
"ZFAND4",1
"ZFAT",1
"ZFC3H1",1
"ZFHX2",1
"ZFP2",1
"ZFP30",1
"ZFP36L2",1
"ZFP42",1
"ZFP62",1
"ZFP64",1
"ZFP82",1
"ZFP92",1
"ZFPM2",1
"ZFX",1
"ZFYVE1",1
"ZFYVE21",1
"ZFYVE27",1
"ZFYVE28",1
"ZFYVE9",1
"ZG16",1
"ZGPAT",1
"ZIC5",1
"ZKSCAN1",1
"ZKSCAN2",1
"ZKSCAN7",1
"ZKSCAN8",1
"ZMAT2",1
"ZMPSTE24",1
"ZMYM5",1
"ZMYND11",1
"ZMYND8",1
"ZNF101",1
"ZNF107",1
"ZNF124",1
"ZNF132",1
"ZNF138",1
"ZNF140",1
"ZNF141",1
"ZNF142",1
"ZNF143",1
"ZNF146",1
"ZNF16",1
"ZNF160",1
"ZNF165",1
"ZNF169",1
"ZNF17",1
"ZNF174",1
"ZNF18",1
"ZNF184",1
"ZNF197",1
"ZNF20",1
"ZNF200",1
"ZNF207",1
"ZNF208",1
"ZNF214",1
"ZNF22",1
"ZNF225",1
"ZNF226",1
"ZNF227",1
"ZNF235",1
"ZNF26",1
"ZNF260",1
"ZNF263",1
"ZNF264",1
"ZNF28",1
"ZNF282",1
"ZNF286A",1
"ZNF30",1
"ZNF300",1
"ZNF304",1
"ZNF317",1
"ZNF318",1
"ZNF32",1
"ZNF324",1
"ZNF324B",1
"ZNF331",1
"ZNF333",1
"ZNF334",1
"ZNF33A",1
"ZNF35",1
"ZNF350",1
"ZNF367",1
"ZNF384",1
"ZNF391",1
"ZNF395",1
"ZNF396",1
"ZNF397",1
"ZNF398",1
"ZNF407",1
"ZNF408",1
"ZNF41",1
"ZNF415",1
"ZNF416",1
"ZNF418",1
"ZNF423",1
"ZNF426",1
"ZNF429",1
"ZNF431",1
"ZNF432",1
"ZNF439",1
"ZNF441",1
"ZNF443",1
"ZNF446",1
"ZNF451",1
"ZNF462",1
"ZNF473",1
"ZNF479",1
"ZNF480",1
"ZNF485",1
"ZNF486",1
"ZNF492",1
"ZNF496",1
"ZNF500",1
"ZNF506",1
"ZNF507",1
"ZNF514",1
"ZNF517",1
"ZNF518B",1
"ZNF527",1
"ZNF528",1
"ZNF536",1
"ZNF559",1
"ZNF559-ZNF177",1
"ZNF561",1
"ZNF565",1
"ZNF57",1
"ZNF574",1
"ZNF576",1
"ZNF579",1
"ZNF580",1
"ZNF584",1
"ZNF585B",1
"ZNF586",1
"ZNF587",1
"ZNF592",1
"ZNF594",1
"ZNF595",1
"ZNF605",1
"ZNF606",1
"ZNF607",1
"ZNF608",1
"ZNF609",1
"ZNF620",1
"ZNF622",1
"ZNF626",1
"ZNF639",1
"ZNF641",1
"ZNF645",1
"ZNF662",1
"ZNF664",1
"ZNF665",1
"ZNF671",1
"ZNF674",1
"ZNF676",1
"ZNF677",1
"ZNF678",1
"ZNF682",1
"ZNF689",1
"ZNF696",1
"ZNF699",1
"ZNF70",1
"ZNF701",1
"ZNF703",1
"ZNF704",1
"ZNF705A",1
"ZNF705E",1
"ZNF705G",1
"ZNF709",1
"ZNF714",1
"ZNF718",1
"ZNF735",1
"ZNF736",1
"ZNF74",1
"ZNF747",1
"ZNF75D",1
"ZNF765",1
"ZNF772",1
"ZNF778",1
"ZNF780A",1
"ZNF781",1
"ZNF783",1
"ZNF786",1
"ZNF79",1
"ZNF793",1
"ZNF800",1
"ZNF81",1
"ZNF812",1
"ZNF816",1
"ZNF830",1
"ZNF835",1
"ZNF837",1
"ZNF839",1
"ZNF841",1
"ZNF845",1
"ZNF853",1
"ZNF860",1
"ZNF865",1
"ZNF879",1
"ZNF880",1
"ZNF91",1
"ZNHIT2",1
"ZNRF4",1
"ZP1",1
"ZP3",1
"ZPBP",1
"ZPBP2",1
"ZPLD1",1
"ZPR1",1
"ZSCAN10",1
"ZSCAN16",1
"ZSCAN2",1
"ZSCAN20",1
"ZSCAN26",1
"ZSCAN5A",1
"ZSWIM5",1
"ZSWIM8",1
"ZWILCH",1
"ZWINT",1
"ZYG11A",1
